uuid,ml,ap,dv
,,,
f1c3114d-7ef4-4a07-a18e-79820e6992c7,1507,5800,4976
,,,
1da420ee-8478-4ede-bbd4-5314a2b172fc,1507,5800,4976
,,,
64cc8af6-c3f7-41c8-a13e-7a2e4a895a25,1527,5799,4899
,,,
046a6b5b-dbe4-4e76-ac54-cf54da5463cd,1527,5799,4899
,,,
821fba00-bf2b-45aa-8e71-e906c4b549c2,1529,5794,4879
,,,
86b9afb2-7943-4c0d-9e0f-d441b1c095e8,1537,5778,4822
,,,
bebb0727-182e-461e-9efc-73363d0cd117,1559,5750,4668
,,,
fcf2de58-52c8-4363-a8d3-3da9b1476ee0,1565,5750,4628
,,,
b569eeb4-b1c6-4bf5-88a3-0beda1007710,1568,5750,4608
,,,
f9281a68-a7f2-468b-9aba-9fa2fabf2437,1582,5744,4510
,,,
b7e83718-ef52-4705-b485-b40e71d916e3,1601,5724,4313
,,,
1a4d6190-82c2-4441-98c3-0c553d64a1a0,1601,5724,4193
,,,
586b1162-09c4-4648-8318-f8bbf5f03255,1630,5696,3957
,,,
a39310be-df75-405c-b356-1f14cef8deba,1630,5696,3957
,,,
b7fdb41a-1d21-4426-bc76-1807e04c5e1d,1649,5687,3880
,,,
8679a638-5669-4fe5-b6f6-db1744b0434d,1675,5668,3724
,,,
64ef2d3e-defe-4775-b070-74247710cf26,1675,5663,3684
,,,
16f79f53-0358-4216-b7c7-a0a3f2aeaea9,1675,5661,3664
,,,
ee499f09-0f7f-4038-b1b5-4f38a21627d8,1675,5658,3645
,,,
6faf8673-7867-4a28-8628-0a3276244d6b,1679,5648,3566
,,,
f1c88683-a301-4d1c-8340-d57bf7e59cd2,1460,5808,5449
,,,
16b30e7b-fbd8-4c9a-b276-55b8179433b3,1475,5814,5211
,,,
aa5ed489-3d30-484b-8d0c-0f78ecd83caf,1475,5809,5172
,,,
28ac8e64-18b5-4055-87f0-60b43873db94,1475,5809,5172
,,,
bced14c2-d06f-485c-9426-20f868915246,1475,5801,5112
,,,
8ec32ca2-c80a-4dab-acb0-78a5d9af9ffe,1507,5800,4976
,,,
fe0c4149-c7aa-4560-bcea-4b55a2cc0d33,1522,5800,4918
,,,
5a52e6d1-548a-496c-85bd-1d3c00de6bdc,1522,5800,4918
,,,
e46a9f71-4486-4fb8-8386-35440966e701,1582,5744,4510
,,,
8e532874-d676-4c1b-a1d5-c25cd772c670,1649,5687,3880
,,,
9bd311a1-e82f-401a-bfa2-727f7f3a2177,5661,10700,4263
,,,
60e1e6f3-0ae6-4fb6-acc1-b2644b7daffc,5637,10713,4167
,,,
905e52b6-a973-46d0-addb-b1711efad5d9,5647,10728,3806
,,,
cda485dd-30b2-4537-8033-8011412a3066,5637,10738,3768
,,,
d7a2ed6a-a8b5-460b-b673-b93351ac065c,5595,10750,3501
,,,
49a8ef99-7f35-453c-a753-90f7e9a0b4f5,5578,10702,3235
,,,
e62c7304-dc14-4aeb-b983-029c567b5184,5588,10711,3273
,,,
4aafb2be-50c9-4213-9704-91959a47a9ae,5583,10707,3254
,,,
1dd619bd-4c4b-4e75-b9c6-207e2df16e9c,5578,10702,3235
,,,
d0c22704-9b44-444d-afa2-d5032b4e33e4,5578,10702,3235
,,,
f5f1e780-cd1b-442e-8dbe-c178e2eb1b04,5575,10700,3196
,,,
91072313-16a1-427e-a5a7-ce068882fb0e,5575,10700,3136
,,,
8a731e50-7c1c-4e4a-a6ff-aaca4b184132,5575,10700,3136
,,,
bd9bb79e-67bd-4ecf-b857-79e6aa49fdd1,5569,10706,3097
,,,
f9dc8478-a9f9-4265-a568-362b604a95da,5564,10711,3078
,,,
44d48cdb-cf91-4e56-bb40-571707aa9e4d,5564,10711,3078
,,,
e1f0059b-b2e4-4079-b1d3-1fceffb6b171,5552,10724,3021
,,,
2311c61f-5993-4057-ad17-c4e43e5efc25,5450,10657,2494
,,,
77a0d34e-4caa-489f-8a35-4f49e8726ca3,5412,10702,2267
,,,
8e6e604a-09a5-4c32-8619-0d52ec6d0ee9,5395,10750,2098
,,,
68c251bd-1d18-4921-b66c-35a1f0f6292e,5351,10788,1867
,,,
c7d666cf-138f-48d4-9952-1eae8943e67b,5328,10799,1731
,,,
6220a0b2-0871-4d02-8242-2c6e538d542b,5444,10674,2397
,,,
38040343-5430-4cba-9ab3-7c5e31d7cf01,5575,10700,3196
,,,
331b10f3-02ce-40ed-bcc2-0dc48ccc33c0,3913,11437,6338
,,,
4b795ca1-b7bd-40c8-a2e9-549aee6400e1,3938,11425,6264
,,,
6dc42b3b-afa4-4f3a-abe2-4953312389a8,3975,11366,6024
,,,
5a9b6bd3-9b87-4d82-8fba-1e832a1f4942,4051,11300,5729
,,,
9bc5df4d-0caf-403d-b3a7-090459dd489c,4051,11300,5709
,,,
76f0294f-fbbe-421b-9848-ea8b0b8f9507,4101,11258,5526
,,,
1feb0f22-9d03-402b-8e4a-5f12e886ac9e,4101,11258,5526
,,,
a2fce395-2a9e-44ef-b9ed-c91ed597836b,4101,11236,5493
,,,
190b7d3e-d44e-497a-88d3-08efeaf5985c,4142,11208,5368
,,,
3d4a70e4-ad62-47c0-858b-23eec9581792,4157,11193,5334
,,,
ad2c65ee-16b5-4447-8b9d-49aed1da800b,4251,11125,4922
,,,
33cf53b6-562a-445b-be7d-0b172b270c1f,4251,11125,4842
,,,
67b32a3f-0e2b-43f9-966a-9b68b2cf99c1,4252,11124,4822
,,,
2e8a08a1-ae28-4d51-90c5-7b88f80867f2,4258,11117,4804
,,,
94cb2d05-92fd-4112-8333-f7805600fa5e,4301,11076,4556
,,,
d62e1744-ff5b-4d6a-bafb-74505be17cb5,4351,11050,4431
,,,
b263998f-c53a-40fe-b82a-8f2483b312fc,4351,11050,4411
,,,
f7d3882c-da5f-4e65-bf9d-a1512d2c1952,4376,11050,4235
,,,
7d5c89c7-23ab-4bb9-81c6-449692a3a870,4517,11040,3652
,,,
d313eb10-a0ee-4f16-82c5-cee0aedfe28b,4554,11050,3583
,,,
0bc2660f-43a6-4f80-bfc9-1b73bd30921d,4564,11050,3566
,,,
874522b3-77ca-4681-a610-395823afc4ab,4575,11050,3550
,,,
be3e2a31-c33e-4448-95b4-b3c126452798,4575,11075,3371
,,,
5015c8e8-260c-4da2-a6c1-4b6cb31a50f3,4351,11050,4391
,,,
d3c93f9b-7937-492c-b8da-c547ce2552f4,7697,12675,6852
,,,
7072da26-6ab7-40f6-8ecd-38ef0aa01184,7705,12668,6754
,,,
3b91d7b3-33d6-4013-8543-316f8fd478b4,7865,12533,6276
,,,
2d500c6d-8494-472c-8d88-4b127f40cb1f,7884,12513,6247
,,,
d3f34dbd-1c39-42ff-8976-04d2828691d8,7970,12474,6011
,,,
8f24d607-220a-4d46-a56d-d51ea31bc53d,8050,12430,5792
,,,
bfb4a776-497f-4f66-aa10-ca172fd50027,8097,12408,5710
,,,
743ac0aa-3cde-4cab-b34b-e5f65963a842,8120,12401,5679
,,,
c16ec623-555e-4a51-8103-1127cc60ce94,8131,12415,5644
,,,
7daddf8e-5174-451e-bf67-9ad5428a6a3f,8281,12355,5054
,,,
6eff5c2c-8928-43b6-8e6e-2d22d954e2c0,8299,12373,4999
,,,
18dda22b-4456-4b69-9089-6a142623f4c1,8303,12252,4687
,,,
e1782f9c-11ce-4abe-8ea8-3f55d1812e8c,8411,12174,4189
,,,
89dc6a81-628e-4a8d-952f-f8c78f44dac3,8424,12162,4113
,,,
6baeab1a-42f4-44f0-be69-4d8d9e79d527,8424,12150,4075
,,,
8cf9c5dd-8823-447c-9618-34a2433dd3ae,8443,12124,3943
,,,
2b951e36-c8a7-4659-a848-cf7562e91adf,8525,12076,3631
,,,
783c46c9-4b9d-43e8-acbd-bdb81a50ba44,7893,12504,6232
,,,
5da8d77f-7dde-4b9c-9b6e-c08e66b0085c,8281,12355,5054
,,,
3d3a8238-9de1-4693-b014-cc6149f29558,3702,6239,4382
,,,
ef544ced-fd43-4414-9dd5-c13ec6e00494,3676,6236,4171
,,,
eb04c75c-e5f6-4bb1-8870-a7633acf15b6,3676,6210,4096
,,,
41593a92-3a2f-4b10-a223-d03548f26ebd,3662,6174,3967
,,,
c2f289b6-9f8b-43c2-bd33-dfa986288ff6,3662,6174,3967
,,,
836b3cb0-1bcc-4ebf-8218-18a1f306438b,3499,6075,2589
,,,
8b7f99a5-531b-4da9-b6c9-b59df7f3589d,3377,5950,1795
,,,
a9e62751-67cb-4657-b94d-328f6cd85a65,3390,5950,1757
,,,
42e32d86-d4df-4580-b9de-44853e799c4a,3662,6174,3967
,,,
2919ca4f-fba3-40c5-8997-3ea54081a420,6169,12969,5587
,,,
d0f3840c-5199-4fba-87fa-a3e11478104c,6225,12824,5422
,,,
20414a9d-e12c-4686-bb64-b255cae4ef04,6270,12801,5357
,,,
e4d76702-e890-4b29-977d-705e70bd48d6,6299,12825,5196
,,,
377f9edd-507a-4bfb-b36b-eb4605a5a2e4,6324,12848,5099
,,,
27d7ec0a-a804-49c9-abda-3938aeed8533,6516,12829,4587
,,,
c169768e-0c1b-4a7d-b1c2-2dff694136a3,6516,12829,4587
,,,
d72b772f-cecb-4393-ae14-5f1ca59cfbaa,6720,12746,3958
,,,
fe4b7461-9f68-4d1f-82b1-d917473cbfab,6825,12700,3671
,,,
77417448-ebf0-4380-920e-53e858be4a0d,6825,12700,3650
,,,
29057800-2d25-439d-95ba-3be555181a9e,6825,12700,3650
,,,
ece372dc-fabe-4dd3-9f68-0a5ed1aabe88,6825,12700,3650
,,,
6067dd2c-dd8b-4e76-b4e0-c467658167e1,6825,12700,3650
,,,
7a11e706-40d3-4005-9910-573c39ae22b9,6825,12693,3631
,,,
87897509-b120-4ca8-8a25-37fae363c613,6825,12693,3631
,,,
6a9a0296-ce7d-4f9a-ab0f-427a547d8f03,6825,12680,3592
,,,
5a6e3309-0a27-4c46-bf91-f11fa22d88ca,6924,12674,3101
,,,
7d81b54b-770f-40d2-9ff6-db0083446236,6825,12693,3631
,,,
d2be4ac0-d63c-456a-bf3f-6272fcb2df4a,1204,9988,4239
,,,
81b0d1a7-dd9a-4a46-94ad-7d8f66169a57,1219,9995,4181
,,,
7bb8c82e-8cd0-43e0-926b-bf4771c5c011,1223,9997,4162
,,,
93e48c08-c074-4042-9732-947291ae6eaf,1223,9997,4162
,,,
03ab1949-83cb-4706-9b5b-8ac6871cefc9,1259,10007,4092
,,,
aa8090f4-c00d-4ce0-9d54-bde2e68c379f,1279,10012,4057
,,,
4dce35f5-5b55-465d-8a1a-b94510b140f9,1298,10017,4023
,,,
47be464b-83c0-4952-8d21-ef9004926836,1335,10015,3912
,,,
1b25b9e5-e903-4dff-af5f-6bfbea8868ba,1338,10012,3892
,,,
d2fd9034-6a32-4fdb-b600-9a58dbdb2eb1,1346,10004,3834
,,,
7f1bb9e0-3d24-448c-b7ea-5dfc51906895,1380,9999,3698
,,,
6bb10f75-081b-4db1-af13-5c9ac15f139b,1391,9999,3660
,,,
d0b89c94-d844-48a2-88c4-bf9b3572aa3b,1391,9999,3660
,,,
04ef00fc-daec-4bc9-a00c-5d56635a0200,1397,9999,3641
,,,
a0a74843-247c-4919-b477-7606799bec07,1397,9999,3641
,,,
e0a87981-b8cf-45dc-9faf-a5b4b1857472,1401,9995,3602
,,,
36fbe787-4011-40b4-9381-1dfb84eda847,1401,9987,3542
,,,
11591239-6fe7-4636-96e0-026b514c079f,1401,9976,3463
,,,
4ae33f2d-6464-4d21-af77-31ad86cbfee5,1401,9976,3463
,,,
a72b5a50-04bf-4335-9ea9-0865198e616e,1403,9974,3443
,,,
27f2bd3f-8518-4dcf-810a-08ad5167c5a7,1403,9974,3443
,,,
0bc62811-52c7-4e65-bae2-c77e64eba026,1414,9968,3405
,,,
8f325e03-f68d-45c0-a489-7f3323702406,1419,9965,3386
,,,
d7daf594-c96c-468c-8190-aef57d2f709c,1419,9965,3386
,,,
2b4f0ce7-16ba-4921-8b9d-763363289d31,1425,9962,3367
,,,
51b4069a-b61c-47b8-b63a-a386b72e7821,1430,9960,3348
,,,
89226c9c-23ff-4213-b444-52ebd1605133,1451,9948,3272
,,,
274fdec3-9e9e-492c-acc7-afb555d1bba5,1451,9948,3272
,,,
ea8c6168-93ab-4e1a-86e1-7982588a82a7,1452,9924,3074
,,,
e9e72541-b6c9-4dde-af2f-26d31bce7614,1500,9874,2747
,,,
3a835319-3aab-4c46-a46c-c6bd19fde764,1500,9874,2747
,,,
2397f895-b2c2-4b3f-923b-15a9f6849495,1865,9757,1939
,,,
7a8d1630-4a97-47a5-b5c7-d295c53e6357,1865,9757,1939
,,,
d6cf472d-fc18-418d-a798-8ee4c97ca4ff,1269,10010,4075
,,,
c06dffb6-d2a0-4b92-b0c4-287f74b2e8fb,1327,10024,3971
,,,
4758bde2-5f25-460b-899a-b5bcf83138df,1403,9974,3443
,,,
919c98e2-d11e-4a74-b0dc-8aa5f815b10a,1403,9974,3443
,,,
c8698973-d096-4c1c-b47a-b8d212d454d5,5376,10974,5117
,,,
6cf1a634-e394-4c27-820c-b52f27c1b485,5339,10993,5006
,,,
6610a218-5473-45eb-9de1-e97a512e0e6b,5332,10997,4988
,,,
0b2beca7-3110-41e2-a1d8-dbb2199cfcd8,5326,10994,4949
,,,
f28cea54-1945-432a-87b6-64e5c5b42546,5238,11050,4010
,,,
a8f05244-cb5e-432b-b62d-f80681c2c84a,5220,11050,3954
,,,
d57d3cb6-ed6e-477e-a5cb-0c2b4f7804e8,5220,11050,3954
,,,
ad049531-5226-4db1-94f1-399858135b22,5181,11054,3581
,,,
3eb28de4-dda4-422e-8133-5a9f7874e3b1,5181,11054,3581
,,,
6c43001f-153c-4a62-a1bc-47790e607efd,5136,11069,3430
,,,
6c6f2466-eec0-43e0-a8a6-4291b2abea45,5136,11069,3430
,,,
957a6861-7e80-4959-a190-101760b13987,5136,11069,3430
,,,
13cfd16f-82dd-4779-ad14-b1a2b6de199e,5101,11086,3338
,,,
ba3ef087-1516-46d7-a927-67929f9735ae,5087,11093,3301
,,,
a9dfcbd1-2015-4e9c-9878-e3612d023a2c,5073,11100,3264
,,,
5f83bdd8-13aa-4157-a41f-26111e6b654a,5067,11104,3246
,,,
696a956a-d680-4ec1-957d-ea743f22a01e,5054,11110,3208
,,,
047a44d1-e76b-4c08-8c38-e90bd087897c,5054,11110,3208
,,,
0c4214a2-e4d9-4028-a0ca-d71f31d61247,5042,11116,3171
,,,
86353c7e-d3dc-45f9-939e-ce9e5e36001f,5026,11125,3114
,,,
4b7ae9ec-7025-41b9-963f-9b9f56e5e949,5026,11125,3074
,,,
fe13bc67-ffb0-46b0-b19f-dd28d74f2dff,5026,11125,3074
,,,
bd89ae80-fc3f-40c4-bfa2-25aa016d93c2,5026,11125,3034
,,,
18410af6-c449-479f-bcf9-f3f6d7d4bc58,5006,11125,2856
,,,
7abaa147-04e6-4bd6-8711-39be288e7682,5002,11125,2836
,,,
3a2c45f0-dce4-4d6a-bee4-ab90b91c98ea,5002,11125,2836
,,,
60de3bb5-95a5-4a71-82cc-94810705a1ae,5000,11125,2776
,,,
c97a06c8-0ee9-4733-9f2a-4d95609b68ff,5000,11125,2776
,,,
7476d0c9-396d-4416-b50c-4b85a14c35ec,5000,11125,2736
,,,
de9bc4e7-565b-4924-97c2-13df708f5b4a,5000,11125,2716
,,,
36e7aca6-5f67-4369-a97f-49eaf8fb9977,5000,11125,2716
,,,
72f5e896-b991-4f4c-b287-20590a55301c,4991,11125,2577
,,,
5caf2ad5-f109-472e-9c62-9ba97a15ee5a,4991,11125,2577
,,,
d617debc-f6a5-4b4d-b58d-505e9f0571fb,4985,11125,2537
,,,
d252c616-fb28-4abd-88c1-dcc46ed46934,4870,11099,2037
,,,
b5aced2e-94f6-4e23-b1bb-a862206935b8,4850,11099,1962
,,,
2dd6b99a-a764-46f5-a31b-89f811eca213,4850,11099,1922
,,,
dab96fc2-e51f-4034-ac06-bd36a4389b42,4850,11099,1842
,,,
54d530f0-664d-444b-8cee-de1c6aa07da1,4850,11099,1702
,,,
943bc8b4-0ed9-45b4-a70c-95b7799ebad6,4850,11099,1702
,,,
1aa5c969-de77-4f4c-b6ca-281d06b3977c,4847,11095,1682
,,,
f712f16a-53b7-40a4-b3f8-778c60c55011,4833,11081,1605
,,,
421909f6-76f4-43ab-acd3-5390902e2f89,5220,11050,3954
,,,
e2ef3f1e-352b-4752-be26-d90d2681259b,5009,11125,2875
,,,
f7772dcf-f78c-40c8-a4de-1186c4dc3b4f,4852,11099,2002
,,,
d85ca874-d615-453a-bb53-5bf9df1e10ef,4039,6436,5701
,,,
3c2bb655-5d4e-4468-98d1-de555f687d38,4198,6299,4767
,,,
272d528e-af2d-4cc3-b2a7-6b46e8973934,4251,6255,4536
,,,
e30a7e49-c7d5-4d6e-97ef-0b28a06c50c2,4251,6250,4411
,,,
a3364e25-4809-42e4-ba97-de8b0fa726ec,4268,6250,4329
,,,
8b59dd1e-6dc9-407b-ab62-4c405e5263eb,4273,6250,4309
,,,
dac3c27e-570f-4d4f-b3d9-bf4b81697942,4292,6217,4235
,,,
9ca1ae99-bddb-49f9-b0ce-f95e80283daa,4295,6187,4181
,,,
6b3a4556-bfd0-4216-aa55-ac8d267598b4,4295,6187,4181
,,,
dabd7f30-ee61-49dd-9480-c57150dfd5c5,4284,6165,4148
,,,
6c8cadd6-c100-4530-af5b-23982c3e2adb,4312,6149,4035
,,,
040de7a8-2606-4037-8095-22ffa08c47fd,4328,6149,3996
,,,
22ffc79c-1b18-4fdf-b06a-5e3ede217460,4351,6149,3853
,,,
592d5a1f-ced6-4fe3-be38-df3b8d67873b,4353,6149,3790
,,,
a065b551-b2a6-4654-b7fc-63146d980b15,4362,6149,3749
,,,
086a9be6-88b2-4c2a-b59f-a826c7f2d56d,4376,6149,3624
,,,
032498b7-ece6-4dbe-a2f4-22e24102f8aa,4376,6149,3624
,,,
6bfdee93-9000-4741-8cbe-32fd0ddaea6f,4381,6139,3585
,,,
b77dc5d5-0657-4bce-afae-2a7571410cd4,4381,6139,3585
,,,
7f10a600-910b-49a1-ac33-92f7344744c2,4386,6128,3568
,,,
be30d5be-735c-494c-9d25-ad95288737ed,4402,6100,3516
,,,
2b0fe571-71fb-49f9-a869-14a6bfed3a28,4413,6100,3475
,,,
244d8080-aba4-4953-9d83-867271b211d7,4423,6100,3434
,,,
16502c8c-0160-4709-9165-74ec329e5ade,4439,6100,3373
,,,
d7478621-de9c-4b1a-bcb3-8774f178a9f6,4449,6100,3333
,,,
163ef490-e623-47be-808a-cd752b7faea4,4449,6100,3333
,,,
34f0df10-5ec7-4e78-9f2f-ac6261912c83,4487,6039,2961
,,,
b16ee4bd-12b7-4a6c-a556-9aaf9ed177a5,4039,6436,5701
,,,
18c64300-0140-4c02-a326-d5a43c036858,3406,7700,4209
,,,
5ff47af4-acbc-4bef-b6db-e6ec46287cdc,3391,7700,4168
,,,
e6af087a-a44b-4f74-88b5-03c5bc73e975,3341,7700,3956
,,,
83324a6a-edff-43a8-a151-00a95eaa3622,3341,7700,3956
,,,
07632a6e-d3ee-4859-9407-9adc636c25f4,3301,7700,3649
,,,
d7794023-8e74-4a5a-a368-de9876f54da5,3301,7700,3624
,,,
488d5b92-8f1d-4cc3-8bd0-bb7e19350f77,3301,7700,3599
,,,
039c2478-b4a4-4159-861e-d139940804bd,3285,7700,3550
,,,
cfdbba4b-28a6-42c7-98e6-1d7b16e010e2,3269,7700,3502
,,,
fddc37ef-aabd-4617-aa56-ed523d4fc107,3251,7700,3404
,,,
3c7f3d91-5da6-40a9-9baf-7925b6ea2896,3245,7700,3354
,,,
1356dcfe-6696-4c0d-bf62-23854deedf8f,3229,7700,3306
,,,
a910ba18-6698-461b-88b9-a7fc1aef6463,3229,7700,3306
,,,
bdbda08f-0567-4357-8a9e-a09b0473065a,3226,7700,3281
,,,
44a514cf-88c1-4453-b647-f780d4848309,3226,7700,3230
,,,
b7059b6f-9610-4b2f-97b5-4d84d4dd4b2a,3226,7700,3230
,,,
acb17386-5964-4121-ade4-db818aea8a33,3222,7700,3205
,,,
73c804d5-5f01-41a4-b5ba-623cd03b6004,3216,7700,3181
,,,
e91cad30-43fe-49d5-a68e-31d171f5b507,3216,7700,3181
,,,
3474b385-4019-41f0-9bf9-5822bb9a95e9,3209,7700,3156
,,,
7932a899-19f3-4b35-b624-8f3d2958037b,3209,7700,3156
,,,
5aaf554f-b7bf-4ff5-95c9-4cb986cb8f08,3201,7700,3106
,,,
405d9435-322a-4569-b0ca-dc24e6306791,3162,7700,2930
,,,
de8e3889-8e3c-4f71-be42-ebd301ebbfde,3151,7700,2865
,,,
01fa7b4d-5cfe-4b2a-b297-45fd7f5e739d,3151,7700,2865
,,,
c9cfa5ef-7f26-4637-b9c0-53f23183b6c8,3151,7700,2843
,,,
76d2bc0d-e1b2-49c4-afac-d686705a5a26,3126,7700,2713
,,,
f1e440ca-ffb4-467a-9dd6-7a588d421194,3125,7700,2668
,,,
5b4477de-7e49-4a5e-acb9-3ea0c064162c,3101,7700,2270
,,,
113acac0-232e-44f5-9a78-384a826d7d71,3049,7700,1969
,,,
ec24f3fa-201c-45aa-a24e-8a0c6d51c9ae,3026,7700,1651
,,,
42b17db2-18a2-46ef-b438-59361835e236,2976,7700,1313
,,,
f11cecd5-c8a2-4d08-a926-6e94ee2abe57,2976,7700,1313
,,,
f170cebe-3f13-4b00-9065-c49f34b51b18,2976,7700,1285
,,,
9900843e-d75e-4dfc-a500-1d440c52282f,2976,7700,1256
,,,
8b693322-2cf8-4e9e-8b2c-c7c0f8a27693,2976,7700,1230
,,,
f3bc891b-1413-4375-9915-cfba155d6bd0,2976,7700,1230
,,,
e7811bc2-d6b2-4cf8-a6cf-f5ff4710cfca,2959,7700,1147
,,,
7677aa93-5ad9-4fbf-a6d4-ff186910de6f,2951,7700,1114
,,,
df4009d1-4f94-4bd8-ae4b-c009efb4513c,2951,7700,1097
,,,
2ed1a10c-1b12-47f5-9aee-b5469a140075,2951,7700,961
,,,
a8aaaec8-6946-447b-b35a-149acec580eb,2950,7700,944
,,,
7b2594ab-3fc6-4b98-a7cf-f86227cd9bd3,2933,7700,895
,,,
968c07a7-bf93-4ba0-ab09-5f259b1a3e28,3384,7700,4148
,,,
3493cc46-826b-47ed-b082-d6461bdff7e4,3301,7700,3599
,,,
6d53f1fd-f154-4770-a2c9-33953733696d,3026,7700,1529
,,,
27f5b52b-a9a3-418d-9821-4d65e5fb3e11,2975,7700,1196
,,,
01ccc0ef-aaf4-4725-82e5-11eb02b12015,3476,6574,6723
,,,
3f32546b-bbb3-43ad-b6b8-c2c944c87d11,3476,6574,6723
,,,
2edd76b0-368e-404d-b2dd-c8d157321290,3476,6574,6702
,,,
f0c1637b-7781-4277-8583-9401dd5a3c71,3476,6574,6702
,,,
6a18c543-6d4d-4788-b730-0881e219c253,3476,6574,6702
,,,
e178f483-1409-4787-8105-17915da23b90,3487,6574,6598
,,,
85907bdd-b190-474f-8c29-163a764d71ad,3567,6519,6238
,,,
bd2aa189-aa35-4acb-b7a0-43d8ecea1866,3588,6500,6140
,,,
ff926fa0-940c-4ac0-a390-597b357949e6,3601,6500,6079
,,,
9c180d0c-73a6-45d6-af6b-5f42684e326f,3601,6500,6058
,,,
dff3ab04-8ea4-4bea-bf2a-44606592691a,3601,6500,6037
,,,
2d1fe313-dd33-4b21-ac29-08419214fd14,3605,6500,5932
,,,
4cad35fa-f28a-46b2-81d6-44bcc9fd418f,3694,6400,5236
,,,
3c7e562c-9076-46c1-8383-9c556f2fa56a,3693,6350,5001
,,,
970f119a-2c6e-4f21-8e0d-7da54aa6ca01,3696,6350,4980
,,,
19376b2b-778c-44e1-a0e1-2736f212cc7f,3696,6350,4980
,,,
d60ceeb3-d1d4-4e1b-b625-de7878c0fb81,3696,6350,4980
,,,
b4843ba3-21b6-430a-a11d-fb2b451c042d,3700,6350,4959
,,,
3c5e588c-6d7c-4806-a5c1-f20a0d37f811,3716,6335,4878
,,,
35d7de10-866f-405f-9d1e-bbc28112a1b4,3716,6335,4878
,,,
573581f2-64c4-4170-9ec9-e9466a41794a,3724,6326,4838
,,,
b3bad6b2-3e5c-4a74-b0d2-7b9c452918e8,3724,6326,4838
,,,
f081df60-08e7-4e6d-84d8-3fc940423d2d,3731,6324,4797
,,,
1bf960be-081e-4902-b238-9df1798736e0,3735,6324,4776
,,,
f3b4dcb4-4148-4bd0-8596-d9fd4fc76de6,3735,6324,4776
,,,
8642cbe1-6ff5-4481-869e-c7919fe957d3,3738,6324,4756
,,,
a40659f2-643c-4ba1-a4a6-c673d2031903,3757,6324,4652
,,,
7cedd267-e0d3-4334-9bc3-6379a2ed0863,3757,6324,4652
,,,
91977fe1-6d9f-4875-91b7-02dacc335eba,3762,6324,4632
,,,
ae41b918-fab1-4f7f-8948-8abd2d72fa03,3783,6274,4450
,,,
a1e75a39-df2e-4f27-94f3-1e3873c301c7,3788,6274,4428
,,,
635710d7-f746-4455-8b54-0183eff02388,3826,6247,4260
,,,
50456403-3931-4de6-9af8-c2ed32ca02e9,3826,6230,4174
,,,
efd3cd70-b8fe-491c-9af9-209d4823d489,3840,6200,3982
,,,
6eba3778-a517-44e6-a6a8-340deccc8849,3836,6200,4003
,,,
a3daa651-9399-4973-9057-730f9888d548,3851,6200,3895
,,,
accfa9c1-ad10-476b-b2c1-e2a5e4b5eec0,3851,6200,3807
,,,
79e8b2c0-bdf8-47d1-828d-4304dec3c413,3544,6550,6334
,,,
a5401623-5252-42c7-856d-09cefa8ae60e,3601,6500,6037
,,,
30756978-b78a-4a59-afa6-ec394384afc0,3601,6500,6016
,,,
a1d42d75-db0d-43b2-822e-8987ec9648b7,3601,6500,5953
,,,
dd5c9820-9397-454f-bccb-62c66bc7ccdc,3683,6350,5063
,,,
51e7e004-2f7c-4a2a-a1d4-b34a31d8536b,3735,6324,4776
,,,
5f78fe1a-3b5a-49b2-8a90-990e03d8beb1,5081,8650,3437
,,,
ea7de520-713e-4ef0-affa-00da55af2b42,5081,8650,3437
,,,
6b3834fa-9169-4997-a815-c9eb2b4f9698,5000,8624,3141
,,,
b7755f39-6ce5-49d2-ab0c-130ff8923b8f,4962,8624,2982
,,,
646f2464-d0c0-4366-ba73-dc5a0850cbc4,4951,8624,2922
,,,
22ac8bc8-5d54-4dc7-86ce-4df7fdf6c200,4919,8600,2744
,,,
945c2aae-21b0-4d35-a0be-5cf60d008e6b,4914,8600,2724
,,,
88fe7a96-dbd5-45c4-88ef-a7ee306e185b,4880,8578,2609
,,,
ac01faec-6487-4fc5-a5c5-22798f016df9,4841,8575,2471
,,,
48ae9e31-5083-4ca5-9eb7-a4f33588bb43,4835,8575,2451
,,,
7923d236-9cbb-4156-9932-4d89c0ba8121,4835,8575,2451
,,,
509acd59-eedb-4dc5-b5f0-0511c8641da2,4829,8575,2432
,,,
b2167a09-1923-49b4-a0b5-9235449fc39b,4779,8551,2235
,,,
881ac124-6702-4eed-a42e-86e10a4c8554,4748,8549,2137
,,,
84723cd1-280d-47d0-ac38-54c978c1b929,4726,8525,1657
,,,
665586f6-f7bf-4cff-bef9-155dd5a14282,4726,8525,1594
,,,
d1868211-b4e1-46e8-a7b1-b5b6e8249013,4716,8525,1511
,,,
b56156b2-c961-49b2-8ab1-0ffeb3eb1be0,4688,8525,1409
,,,
0b591efc-c9ff-4839-82ae-429f4f1f0123,4688,8525,1409
,,,
f88becf2-837d-43fc-bfaa-5bf041333aa2,4655,8525,1265
,,,
e278cdcd-bcd6-42a8-a3f9-289aa33f5e8d,4650,8523,1245
,,,
00a55550-f768-4cc9-8b49-d4ad44ef2888,4631,8504,1188
,,,
c3553e18-cf8a-411d-820d-6bbd4cbc8c3a,4631,8504,1188
,,,
e5a856cf-1e67-4763-83a4-da5708220158,4612,8499,1129
,,,
