uuid,ml,ap,dv
,,,
df160408-abe2-45a5-99f6-9d8e657ae626,3257,11571,3863
,,,
6bd69d0c-5ea1-45d0-82e1-7dd498fe8022,3257,11571,3863
,,,
b7782939-a3a6-47c3-9f07-0335413ae7f7,3257,11571,3863
,,,
04a8ef5f-4eea-4be3-8a34-92bd6a535f9f,3257,11571,3863
,,,
4ee34c61-45b5-445a-8243-ca1f148f10b3,3257,11571,3863
,,,
0c571167-e7cd-4c63-9ba8-14344496e246,3257,11571,3863
,,,
a5a6e8f4-4a6e-421d-9064-a75794f7922d,3257,11571,3863
,,,
71cb6896-0c04-47d2-b030-c7a83e2e7073,3257,11571,3863
,,,
025ec21d-b815-4bf9-85ba-0400f9cfbcab,3257,11571,3863
,,,
644aa725-8848-471a-a13c-4a85d1a8e35d,3257,11571,3863
,,,
453f2ba9-2a0f-4e0b-8c8a-ad63f37302c8,3257,11571,3863
,,,
0330e13b-a43e-4a6d-a784-fced572dffc1,3257,11571,3863
,,,
24983d06-a1da-4015-8915-4baaaee0f173,3257,11571,3863
,,,
8e732edb-e451-4f1b-a33c-99941421b22c,3257,11571,3863
,,,
7ed717c7-be50-4f43-9785-e7173e535d01,3257,11571,3863
,,,
7d2cf254-da36-4894-94a1-8bd66bdb92bd,3257,11571,3863
,,,
26534700-cc29-43ee-8657-f879c6e11c96,3257,11571,3863
,,,
21b89e22-1934-4d4c-b514-6f3d6bc7c4ba,3257,11571,3863
,,,
09466efc-0b07-48c4-9733-9c6c068cbdb7,3257,11571,3863
,,,
07424413-ba6e-4771-ab73-1fff5347caf4,3257,11571,3863
,,,
13e7c46b-e8b2-4367-877a-71f8fe39fdce,3257,11571,3863
,,,
c22db234-899f-430f-a50c-2b95a80ee605,3257,11571,3863
,,,
0674ab15-9800-4aa4-ae93-f145fd97b4db,3257,11571,3863
,,,
66b98849-9a35-46bd-bafa-bdf675ba602b,3257,11571,3863
,,,
3f951e54-3e80-4dea-b06b-8d8abc86a94d,3257,11571,3863
,,,
27ff1b66-f7c4-4284-bcd6-c261e30631b9,3257,11571,3863
,,,
5b8e5334-415e-45ab-aee5-1c1c282a242c,3257,11571,3863
,,,
86ed3cd3-bbad-436f-97ee-4eeee4dbcf93,3257,11571,3863
,,,
71325b52-43eb-48bd-88d2-66aa3ec6f70b,3257,11571,3863
,,,
4f04c949-7793-4142-a75a-f861f876fddf,3257,11571,3863
,,,
56d1d557-adec-4ff5-b985-974e9542b9e4,3257,11571,3863
,,,
e9d048a2-5412-4ed1-a831-e8829e5a7819,3257,11571,3863
,,,
6aa3c2ff-ccf8-4ee7-9382-9d8002a36ee9,3250,11574,3844
,,,
6721a82d-2753-43a4-8712-3c2230031480,3245,11574,3825
,,,
09145afd-4263-40a3-b1ac-48582cb0f583,3231,11574,3766
,,,
59c4de50-e44f-4ee2-b958-f04f7033ef57,3226,11573,3747
,,,
8907908e-a84b-4a5c-bea0-7f402c1cc383,3218,11566,3708
,,,
18c350d5-090e-4b92-a0a7-42b079f1e7b1,3207,11555,3651
,,,
c874d677-5859-43e5-a6ea-adb118ac64cd,3201,11553,3612
,,,
33741779-83d1-4ab4-8239-32df3a3386f7,3201,11560,3593
,,,
929d767c-0840-414d-81ca-3a5e632ddd2a,3201,11560,3593
,,,
a328a449-3619-4b6d-9bb3-01f5143b60b3,3201,11566,3574
,,,
d22f399e-e2d3-4746-a473-dc4be19848d3,3201,11572,3555
,,,
ab79cb55-faa4-43d9-a8fc-f92d22fae54a,3201,11572,3555
,,,
5cae8c33-3aad-4d49-abdb-e042f9297c85,3179,11552,3482
,,,
7ed5d6a2-fcf7-4466-8ebe-58f751fb51f8,3179,11552,3482
,,,
ba2ade1d-c851-4e5d-b325-0d5238b1befe,3173,11550,3464
,,,
feef90ef-006a-4a96-8aac-a0201479962d,3173,11550,3464
,,,
7d3b3ba0-60a1-427f-a354-2a992f48c7d0,3160,11550,3426
,,,
959d5ad2-1e62-4b1a-b606-d81aec8d1fed,3160,11550,3426
,,,
d61271fa-5ea5-45e0-8eb0-9301e1d86d9c,3160,11550,3426
,,,
58cc0a6d-9093-47e3-8b99-c8ed1ab39658,3160,11550,3426
,,,
ff73253a-14b8-40b9-8eaa-41db164d3193,3160,11550,3426
,,,
fde05950-dcfa-4be9-90b6-3ec35f29028d,3160,11550,3426
,,,
6cc08ce6-45b8-46f4-9f14-2589981a68c2,3160,11550,3426
,,,
df6318b6-9ad1-462d-aa6e-2aa8af4a89f3,3160,11550,3426
,,,
7d77cb0d-a7d2-4a5a-b0a8-27bf5227c814,3160,11550,3426
,,,
a3df2ea6-2738-4155-b732-e5c05002dee0,3160,11550,3426
,,,
0228e5b1-1b34-4de0-bc4b-096f0ad834b2,3160,11550,3426
,,,
5884e52e-096c-4ecf-b0fa-689a53331287,3160,11550,3426
,,,
4f382803-1f47-4190-b8b2-bebb43ed1c6c,3154,11550,3407
,,,
5ecbb8ba-c19e-47dd-ae1e-82a05cb913a4,3154,11550,3407
,,,
56db439f-f6c7-4f74-8a87-92103e3c505c,3154,11550,3407
,,,
409ca201-642f-4fab-a9e6-054f2deb6e90,3154,11550,3407
,,,
bab5404d-24c6-44e4-b0b2-55efd06e66c3,3121,11564,3337
,,,
bb1d8ad5-b9b5-4668-bc96-a80ed58506d8,3121,11564,3337
,,,
5c76aa48-5f67-4fa1-bd7a-828cf3cbdbad,3103,11573,3302
,,,
1909f7c4-2610-446d-8929-b626e210f978,3093,11582,3265
,,,
39fed054-ba29-424f-97f9-1b6a8d048a1f,3093,11582,3265
,,,
47af2ad8-af41-4519-88cf-c8b2c9c56180,3093,11582,3265
,,,
9fe82b77-4c4c-418d-b145-33ff3c70755a,3093,11582,3265
,,,
b7a171e3-814a-4250-8fa3-98e1b6d0d587,3093,11582,3265
,,,
3afb804c-c68a-4a6e-a195-004369ef270f,3093,11582,3265
,,,
2a968e2e-1054-420e-94d3-3c0a0353acbb,3093,11582,3265
,,,
30968ae5-3b25-4041-a7d7-71d44291de01,3093,11582,3265
,,,
53e97fa9-e6f4-46e4-abd2-a5332b6c9db2,3093,11582,3265
,,,
a78c5ac1-767c-450d-89bb-12e524298c30,3093,11582,3265
,,,
20e6e2a9-3d03-4c7b-b033-8cd9d27f197a,3093,11582,3265
,,,
304446e4-195b-4d00-b5f7-e35dfa71306f,3093,11582,3265
,,,
44c7fbfb-05a9-4246-b75d-338da4653d61,3093,11582,3265
,,,
bb887f73-959d-4fb6-bc4a-61de085d8062,3093,11582,3265
,,,
2a0594cd-868f-4431-9457-40b1f89e842f,3093,11582,3265
,,,
8025b138-bbd2-4e36-9202-540efd530858,3093,11582,3265
,,,
7bfb178c-b8e8-4979-a050-d2550edaaca5,3093,11582,3265
,,,
d76e1e06-e0ad-499e-9537-a4794a0349e9,3093,11582,3265
,,,
b585f45a-7d93-4223-8dbe-5cb4c1509435,3093,11582,3265
,,,
e39fe777-e560-4ee0-a0c1-375a258ccd64,3093,11582,3265
,,,
23b6c01b-5389-483e-bfb3-25f079431da3,3093,11582,3265
,,,
f1af1623-c097-45bd-be17-1774e5a38ea7,3093,11582,3265
,,,
cfefbdf3-0f6d-402c-97b1-62eb6260f590,3079,11597,3209
,,,
b9bca2d8-a5e1-4d53-ba12-45614cdb7155,3046,11600,3138
,,,
31b4d80f-94bc-4fac-b374-9b49601c12fc,2984,11600,2929
,,,
bdc06ddd-230e-4880-bcfc-f1b5b5dd9bb9,2974,11600,2890
,,,
7c536c3a-e194-4fab-904a-858441b7007d,2960,11600,2832
,,,
653ad725-1293-42dc-85ae-472b9b854613,2955,11600,2813
,,,
0e9f7b6b-9922-44a4-97ca-2a90b47f235d,2943,11591,2756
,,,
58a26cbf-dc60-4293-a0b1-eecb834c6b3e,2943,11591,2756
,,,
b3586202-9d8d-4ec4-abe3-255b9214f000,3576,11449,5193
,,,
cb4ad0ec-c675-433a-bcec-050d8d514fcf,3576,11449,5173
,,,
f5149906-f9b3-4570-85d2-c771a7636005,3264,11567,3881
,,,
66aa0e58-d73e-4b31-9111-57be410309de,3207,11555,3651
,,,
dc178a8d-b77c-4c68-9f0d-3d6367b00cbe,3160,11550,3426
,,,
14306c34-c71f-4e51-b950-8ae3107e1e66,3214,11562,3689
,,,
0a188f88-d995-49e3-9673-46f1741631d7,5725,9750,4041
,,,
16ccf5ac-8f79-4516-bfba-cd0e498ba1aa,5715,9750,3981
,,,
2a36a02e-6b12-45e0-a092-d1e7f3111003,5710,9750,3962
,,,
d91e91cf-a026-4b53-9333-11bc4fd708d0,5710,9750,3962
,,,
a5024bfe-4877-42c1-a3e7-56897bd9b620,5706,9750,3942
,,,
20b645e5-739b-4462-837c-90408ea7c201,5694,9750,3903
,,,
0772bfe7-88dc-4778-aa02-3f45c4c88856,5694,9750,3903
,,,
9a2c9a77-a060-44fe-bdda-3dece4453c11,5688,9750,3884
,,,
e9e50c17-e445-445b-ada9-e812f8f71742,5682,9750,3865
,,,
f7eeb39e-7393-4a8d-bb86-fca5cb2cf9e3,5671,9744,3827
,,,
7b6bfdb6-d2d8-417b-8854-14fdb7666272,5666,9739,3808
,,,
e58c2faa-2905-44e5-a496-491ceefdf089,5642,9725,3711
,,,
1ab80559-b056-4b1a-8298-dafd3488f24f,5632,9725,3672
,,,
7318ad7b-5b69-4210-a1c9-d369bf9120da,5627,9725,3653
,,,
bb17a94e-5886-4f6d-a63f-10fda068119b,5621,9725,3633
,,,
5890a3f3-1a1d-4f3f-bd8b-67f32e7a3536,5614,9725,3614
,,,
32a8585a-6664-479e-a4b0-3f6fcc53482f,5608,9725,3595
,,,
c278edd3-b51a-45cf-bd32-590fcc305d0e,5608,9725,3595
,,,
f2135239-00d6-49ae-8de2-beee6914761c,5601,9725,3576
,,,
06be4a67-8568-4b49-bc55-b108061463e6,5601,9725,3576
,,,
909cfcc5-ca0d-4e09-8599-94a413447d38,5595,9725,3557
,,,
92691006-b1ee-44ad-8960-1ea6df17ed64,5561,9725,3441
,,,
ccc19264-bef2-4d44-b964-93d1da63e03a,5351,9675,2678
,,,
df544da9-b608-4c53-a001-b7ff1df86907,5351,9675,2678
,,,
45adab9c-159d-4013-a892-00663ca163a0,5313,9712,2395
,,,
a6d464a3-9015-4d00-a7b6-54922473416f,5303,9722,2359
,,,
6ecbd4e5-311f-4cc8-8fd1-6070267ee7fb,5294,9725,2321
,,,
800098d6-1015-41c8-ae50-14639c0cee59,5279,9725,2265
,,,
b3e7c110-6265-47f1-9ddd-db5e57cd2f84,5275,9725,2246
,,,
9108b450-4275-4380-a24e-1200a675200c,5270,9725,2227
,,,
e1093ab9-d34d-4456-859f-01ab3605463a,5270,9725,2227
,,,
8fc80d28-0840-43b1-aa84-5f7aa4aa75d7,5266,9725,2208
,,,
d7227e04-6de5-43cb-9c8a-096aa6534041,5261,9725,2189
,,,
0626ced4-fd6f-43bc-aabd-4b7e65e4015a,5243,9725,2114
,,,
e0d217f3-f11b-40e8-9ab9-1bb9ce3bf20c,5233,9725,2076
,,,
4d88287d-1c7c-4433-a2e4-04205efd0b44,5210,9725,1982
,,,
8551537e-a730-4a27-9d8e-a81a6624bb70,5150,9725,1735
,,,
88bcde17-dab9-47ef-9f52-32e1c5084289,5139,9718,1651
,,,
11d522d7-b408-41eb-8346-ec148ec6df46,5102,9699,1575
,,,
6365cfb6-0781-4936-aabf-fc4b7189cc9a,5091,9699,1533
,,,
8f1d2894-67f6-4957-b66c-07c461c224e6,5081,9699,1491
,,,
281e1b57-b37b-477a-b8a8-12964d8bbd32,5642,9725,3711
,,,
e174867d-cdb9-44b6-9495-49ac03d3bec6,5582,9725,3519
,,,
097a985d-1445-4372-b7c8-bf5eaca2152c,5238,9725,2095
,,,
821d0da3-3570-474e-bbdb-77f198c68896,5150,9725,1713
,,,
478bf7df-901e-461f-b74a-06a70bf75f0b,5582,9725,3519
,,,
8f4703f1-eaf9-479d-a954-d077a9d9ca38,3918,10466,6498
,,,
5c44a92a-af6e-4004-ad84-1c16332b2c76,3939,10443,6403
,,,
9499db8b-6322-493e-9d64-01d26a10b9cc,4007,10393,6033
,,,
5b9a635b-65df-46c2-94ab-567850c422e3,4027,10372,5896
,,,
aaebf3c9-1c43-4803-8c93-13189e2bca6d,4076,10299,5551
,,,
79df8a34-e9b8-4e01-af5b-c677d0bcef54,4076,10288,5450
,,,
eb3ffe48-5302-4379-a2e8-66e95046956c,4076,10284,5410
,,,
34fa0025-d201-498c-9aa3-efc1c6186644,4091,10267,5272
,,,
42aecb70-c4ff-4081-9bd2-307ebe582189,4128,10244,5138
,,,
64cfee9b-d8d2-4dbb-b4c5-950ad3c18fb6,4132,10237,5119
,,,
10943912-b647-4953-adec-c65c6d5fe7ee,4143,10215,5064
,,,
290357a3-ac6d-4bde-bb06-ba0b66343082,4147,10208,5046
,,,
9a9a2f74-de39-4dea-b2fa-40034e0d18f2,4201,10150,4452
,,,
008de2e7-1220-4886-8195-3a5d48246bf7,4241,10150,4131
,,,
16359602-9ccf-4adf-9be6-c3aa0e68446c,4249,10150,4071
,,,
ba0fb8a1-af36-4112-89a0-cdac703bd8b0,4254,10150,4031
,,,
e43495b2-88c5-4c8a-8abd-55994979b933,4261,10150,3971
,,,
2c45e6da-4532-40c8-971c-c73cc756bd6c,4263,10150,3951
,,,
ce80ab6d-8946-43c2-92d5-377b9562298d,4268,10150,3911
,,,
4f44cde0-52d0-4e3a-833a-5ba9474f722b,4271,10150,3891
,,,
ff200418-caa2-4eb8-b9ce-188201826ae3,4273,10150,3871
,,,
80c77e30-dbd1-45e0-861b-6113ba70103d,4273,10150,3871
,,,
1f0b743e-27cf-4bf5-b7a3-a76ab1dca141,4275,10150,3851
,,,
e1ffd676-afad-45c8-b795-b39a314257cb,4275,10150,3851
,,,
6907b678-accb-4fc7-a77e-1fdd1fa0897d,4294,10150,3793
,,,
1473b80b-20c4-4657-8c05-7521feb53c1d,4294,10150,3793
,,,
f3e5bff2-57a9-4b9b-bbc4-24b4fb7d9a73,4355,10146,3603
,,,
ad241750-491c-434a-8724-5a1f7b9a9b32,4355,10146,3603
,,,
ba0e5cf8-ac55-48b5-9c78-be4b0e9512c3,4357,10143,3583
,,,
1da768cb-4f0b-4f57-ace5-8423138328a4,4360,10140,3563
,,,
243b282f-79e4-4a7f-b390-8cd8a23c54d5,4374,10126,3465
,,,
6ab8d2ba-4ca0-4fa4-9d95-f957a1e7778e,4388,10124,3366
,,,
36e48e2c-a19d-493d-ba7d-73e4ef6cac7f,4391,10124,3347
,,,
6b179b44-9e12-4d29-8b6a-8d920c8ee1cd,4399,10124,3287
,,,
4c426b5b-5665-4a4d-baf3-d8a2fb34fe3e,4436,10113,3012
,,,
6a174bc5-ad59-4637-bb88-e0867dc52734,4226,10150,4251
,,,
510d027e-60e8-491c-b0b9-49e7442c47f2,4234,10150,4191
,,,
a8f3434e-3c81-40ac-a7e5-eb27a59b14b1,4268,10150,3911
,,,
22963976-778e-41d0-8d40-5025a33038ed,4294,10150,3793
,,,
a1d8f332-086a-49dd-a15b-ac26c4ff2439,4301,10150,3774
,,,
66822389-4bd0-4578-af86-c9c7a9b5715d,4076,10279,5370
,,,
7ac4e16d-8f22-4e88-81fe-b863c80b59db,4403,7650,4156
,,,
41296325-4139-4f84-b753-a7cc3c3bf7b2,4388,7650,4097
,,,
a0a8f373-8225-4fe9-be76-08c188d79f44,4369,7642,4000
,,,
8e012675-97bb-4552-a29f-5a745be12dd1,4364,7636,3961
,,,
3d0a0c18-1c81-4768-9078-899581166593,4329,7624,3785
,,,
dfada307-df8c-4083-8f43-6e1277616a15,4310,7624,3708
,,,
330329d3-8fa5-4266-b32b-9469dd504803,4310,7624,3708
,,,
0a9fa5f5-08ce-40e7-8ce6-0a35b53297a9,4299,7623,3669
,,,
3dc7a36b-2918-49c9-8037-c54d9b3c8b42,4291,7620,3651
,,,
c643a999-593e-4910-9e78-8efc3d41f776,4268,7612,3596
,,,
5474528f-11e5-4817-8040-e2d85a35c4de,4252,7607,3560
,,,
ecf6c7dd-ae89-4a19-b653-787926642963,4229,7599,3505
,,,
2c39ae2b-974e-4d06-af70-fed69ae36dd8,4223,7597,3486
,,,
254d72a4-7ee8-49be-91d0-fcaacce0a45d,4212,7591,3448
,,,
9d71f2f0-38f8-43ac-9a96-aaeb54041177,4212,7591,3448
,,,
9b7549a0-fb3a-4527-8f1f-82b6a2f43e8c,4206,7589,3429
,,,
82b15065-d383-41df-b5f0-875ed8990861,4201,7586,3410
,,,
161074f5-17c4-4d43-81b0-2c9439beb459,4179,7576,3334
,,,
931cae2b-e2d9-4e84-a8cd-3a552dde5355,4159,7575,3256
,,,
c398fe70-0d2c-4f66-af02-420c64b9b218,4144,7575,3198
,,,
df0bae0c-e58c-41fd-a6f7-ce3059097514,4139,7575,3179
,,,
ef495b52-8362-451b-bee0-a42507838806,4134,7575,3160
,,,
29b1079c-6bff-43b7-851a-7ae0d4ab9da6,4129,7575,3140
,,,
769688d7-a57e-47a0-9894-719449340ba7,4120,7569,3102
,,,
483047ab-3261-4f23-8b9c-e0087efa2778,4106,7555,3045
,,,
a5c2c374-bb83-4d3e-ae0f-02b44c4e1ba6,4106,7555,3045
,,,
d1a46064-4754-4d26-b931-664e3712c0c7,4073,7535,2911
,,,
d0a7581e-2fa3-4a6c-8fde-45f3b4ab3ce7,4059,7528,2853
,,,
46ec8022-2633-4ae3-a055-ecf7dc33f699,4054,7526,2834
,,,
e495a02e-8dde-442c-8363-07f1a3168357,4049,7523,2815
,,,
79da94f8-95c9-4e73-b591-d21c390b9bbf,4049,7523,2815
,,,
f7a05de1-73fe-45c5-8669-c5edb09611a3,3931,7453,2399
,,,
107f563a-d044-46e9-a6f9-9855df7f7e3d,3682,7321,1359
,,,
ac19772e-5caa-4601-b8be-2942f65047bd,3670,7324,1321
,,,
208bc62d-e2dd-44f6-84c5-aea302d534b2,3670,7324,1321
,,,
db1b2d3e-d6b8-43c7-a619-0c95774336f3,3650,7322,1243
,,,
49e4005e-22c9-4314-aa2c-d585867cf8bf,4299,7623,3669
,,,
786f4256-c769-4214-b0db-9cfd774af549,4174,7575,3315
,,,
ca756338-c2e9-4c51-9fe0-66e9ce9cc090,4169,7575,3295
,,,
67521e13-16f3-4702-a756-28dd70b73022,4125,7574,3121
,,,
c8e8ab73-12e0-4518-afdb-b5a88aa71f29,3626,7298,1149
,,,
994a462e-742a-4f0e-a980-0a788b876442,3600,5950,5768
,,,
d02bfd56-e30b-4c20-81a1-ce33cfec1f43,3589,5950,5729
,,,
5d0175bf-1a4d-4286-83ab-508975e121b4,3531,5950,5517
,,,
e241b159-e661-4c58-a560-8eb33c7dd4d0,3492,5940,5321
,,,
59a7f194-0077-4323-8502-2cf582367822,3507,5950,5420
,,,
37aec7b6-d884-46ee-a979-2a2860ccfa43,3499,5947,5381
,,,
496ae6e7-bbbe-4477-887b-fe8621fac059,3489,5937,5302
,,,
4b127307-b63d-47fb-80fb-a1fa6d40acef,3484,5932,5262
,,,
ec249a3e-b975-4613-badc-63a6f44a217c,3484,5932,5262
,,,
7d7f08be-e2b8-438b-b42c-d510946f758c,3477,5925,5203
,,,
c57f575e-050b-49c4-9926-8412b0768f82,3472,5925,5184
,,,
09d788be-b269-4ee8-b751-b83b26c71821,3455,5925,5126
,,,
7be6d032-3588-41ca-aa71-b313aeae0959,3444,5925,5087
,,,
d1bd30fd-c647-446d-96a2-1d6f476f60a4,3368,5896,4819
,,,
44552e6c-7d3f-43f5-b8af-b39d53a79073,3378,5901,4858
,,,
b9a5897d-a51f-4ede-96ce-4fb19c0d8349,3368,5896,4819
,,,
b9bcbeab-9c1e-4539-81fd-185386a4c9d8,3368,5896,4819
,,,
14081f84-b60f-47e9-9159-317a23ac8ca8,3349,5886,4742
,,,
685a02cc-9635-4474-86ba-21c7ee61c661,3344,5883,4722
,,,
ece2d659-d0a4-431c-b932-bca3daab93dc,3340,5881,4703
,,,
14ec9b88-ef82-4af5-8c8c-dcf478a42cca,3330,5875,4665
,,,
8051dd93-e9f1-4bcf-90b9-e48c5071a569,3325,5873,4645
,,,
fcba0a9d-5a6f-4e18-9771-1fc3419e20ab,3316,5868,4607
,,,
723e0b91-f297-4bd3-ac94-05d2e8780dd3,3282,5851,4471
,,,
ca5b5fb7-e98f-4aee-ab3b-3686debc5374,3208,5825,4079
,,,
78d1360d-44dc-4b88-9bbf-3d2fad09871e,3201,5824,4019
,,,
3dbb4dfb-caa8-40bc-9748-f6c97bd37230,3187,5810,3921
,,,
20228957-ae7c-48f9-ac18-55c7c987d838,3070,5677,3164
,,,
b842d598-7ef4-4ad9-a8f4-bf95d1cba9c5,3287,5854,4491
,,,
f355930c-eb4f-431c-b1a2-f17fca222a75,3411,5917,4972
,,,
52a69566-77c9-4cf6-ab2d-6daa44b7d56a,4247,9789,6203
,,,
77ad688e-20c6-47a5-8ca8-c434610c5996,4247,9789,6203
,,,
9e22f33f-b2f6-4680-ac7b-e68ed2da6ce6,4251,9787,6186
,,,
8aad2106-e692-42e8-8567-896d26f7b875,4263,9781,6132
,,,
2788b4f6-68b0-4dda-946b-59852f799fe1,4259,9783,6150
,,,
203b750c-5e9d-4aff-8a1e-9710f5a686f9,4259,9783,6150
,,,
03c60971-2355-4b99-9fde-1abb000af285,4267,9779,6114
,,,
a809a362-b63e-44a2-a64d-b036b3e15b58,4271,9777,6097
,,,
fa2e3e8c-0ee4-4893-b884-a92dc7ddc735,4271,9777,6097
,,,
a0ecdb26-cc51-4b0f-8c7f-a338c1e3fb80,4275,9775,6079
,,,
382152f8-0523-44e8-af75-6a655337ee5c,4277,9772,6061
,,,
85c62235-1093-43d1-8bbf-806c19e25baf,4279,9768,6043
,,,
84efc1d1-9405-49be-a63c-33e9b1269583,4281,9764,6025
,,,
99a722e1-6021-47b1-8221-fd92de04ca1a,4283,9760,6008
,,,
963a30e8-3d4f-4d21-afb5-be2f47583eb2,4285,9756,5990
,,,
6c968990-bb65-4ab3-9786-dd1cad5e17a1,4283,9760,6008
,,,
bfea83ee-b43d-4e94-8e3a-d3c124dec6a1,4283,9760,6008
,,,
8141cf32-fa9b-491e-a977-f7a8ad29f8c6,4287,9752,5972
,,,
5d6744f1-6585-4368-a28c-9585f18dc67d,4285,9756,5990
,,,
79b8ac7d-61c6-4d4e-b782-ca8fd121d397,4287,9752,5972
,,,
55edfe03-8c43-4aff-b8f6-c0826b4d9998,4300,9728,5865
,,,
75e6bc68-942a-4ec0-bf3b-0e9bc5fe3cf7,4323,9703,5761
,,,
779b9aab-0474-4d1d-a6bd-e05479748704,4355,9671,5622
,,,
2a1d051a-a488-4191-bd09-e8add2d15e41,4355,9671,5622
,,,
9190c974-bde2-439e-92c0-0ba2e0be29e8,4359,9667,5586
,,,
f616693b-0f75-4d5a-a4db-c7ca24bf6529,4361,9665,5568
,,,
e60b7e6b-5073-44df-ad22-5e4e3acb5b09,4365,9661,5532
,,,
d5bbbc0b-f7ec-4e03-b074-9866a6c5af40,4367,9659,5514
,,,
c6bdc3b4-6b38-407d-930b-bc9bebe630fe,4369,9657,5496
,,,
de2b7798-613a-4e25-8342-75f48093107a,4384,9645,5388
,,,
55010672-9b0a-4edf-9076-4d6e9b48ab66,4415,9629,5246
,,,
a081e618-f6b7-4007-aade-7d8868cbaa57,4480,9597,4981
,,,
21cecba5-4cf8-4054-adf2-c58dc9c2fe4f,4484,9595,4963
,,,
f30fcbf2-7cba-49f8-8c8b-1369267969f9,4496,9589,4910
,,,
2e955940-ebdd-44d9-88f9-d6b87bbaa292,4508,9583,4857
,,,
e9f69a2f-7aad-47fe-b1ae-c1c90b09d7cc,4520,9577,4803
,,,
eb322004-15b4-4851-8c5d-f9041f7d87a2,4524,9575,4786
,,,
ac5dd746-a48e-4298-b4d2-537daa718143,4532,9568,4751
,,,
70515a7c-24e2-492a-8341-84bdbf3043a2,4547,9553,4681
,,,
2289cffc-97b6-46b9-ad46-2a4afea44ddf,4562,9537,4612
,,,
4e8168f7-cb3c-479a-b1e4-3fac1383a923,4562,9537,4612
,,,
4534d712-3142-4d23-a326-2df9939e1db4,4562,9537,4612
,,,
3038d292-8edb-4ab2-8e1e-87a268009fba,4579,9520,4525
,,,
68e762c2-a838-4c0a-a728-9d8411e6ba54,4582,9518,4508
,,,
819a02c1-d387-49a2-8303-b10e45f98c72,4592,9508,4437
,,,
31045986-96d2-4fe2-a6a6-48c93f78a57d,4592,9508,4437
,,,
43c2a74e-4125-42ef-a5fd-1f998557c327,4597,9503,4402
,,,
a22a4e3a-99eb-4642-b4dd-8b6b034a95b0,4603,9499,4366
,,,
7da0d6e2-1ace-4edb-adec-4d6d458a106b,4657,9474,4159
,,,
b8d0c63d-a9bf-4fcf-a13d-f809c302a4a7,4670,9474,4125
,,,
8e498628-6dfc-40af-a0fc-4e6f3738df24,4676,9474,4108
,,,
82ad3ce3-d1a3-4151-aa91-274e150808de,4720,9474,3989
,,,
a1aafbc7-33f9-4863-a5aa-18e0e237639a,4775,9449,3779
,,,
e854bee1-f90d-419b-8b2d-1dd718781985,4781,9450,3762
,,,
f39b6d79-7507-4cb2-b6b4-f0860cf69918,4813,9461,3677
,,,
2a0d4687-536e-47b4-8ede-8f94c82d0959,4952,9465,3322
,,,
a2f3ee0c-2586-4118-86bc-61b9a96c8a8d,4285,9756,5990
,,,
11e263fc-8d68-41cc-9ed6-49979dde1b0e,4363,9663,5550
,,,
6edee1ca-5d26-4c4e-9cc6-e327e63ad7fa,4373,9653,5459
,,,
ff207415-4d90-4ccf-945c-92c8796c8f14,4787,9452,3745
,,,
de9ee2b7-153d-4eec-85b1-d9bd7261f316,4952,9465,3322
,,,
19e71652-1a6d-4680-9180-5b77a5834fc5,4770,5717,4863
,,,
75886637-e323-4ca2-85be-ee946ae866d6,4724,5699,4530
,,,
078eba17-1e41-4dd3-aae7-1d049a14a7a9,4718,5699,4511
,,,
d5472571-61fb-4f73-9dfe-7408cc512ed1,4718,5699,4511
,,,
f0b2684b-eada-474c-b50c-79a72fee1340,4713,5699,4492
,,,
7f6a1dae-059f-4ac1-a99f-3cb59c39edc2,4707,5699,4473
,,,
24664b00-0d15-462f-9c6e-73c8cad6cd72,4707,5699,4473
,,,
e50ff2b9-4cdd-4378-be93-0d95a686d7bc,4698,5699,4434
,,,
17e69d69-5e7c-4ff2-9af0-cc7909f5d307,4694,5699,4414
,,,
3dd979f7-c5ae-4c6c-84b7-f24c8b74e453,4682,5699,4355
,,,
4212ad7f-e83d-4815-b5b1-e8b0340d3aec,4651,5675,4204
,,,
43de0dbb-5ee2-4146-b151-2bbdb2972483,4651,5675,4164
,,,
464f8b64-3e42-46c8-a7dd-73116193724a,4641,5672,4067
,,,
e9e27aa0-53ab-4c4f-a783-2eb87654358b,4636,5671,4048
,,,
eaeb6025-cc56-459a-930a-ecc0931f2073,3999,5482,2136
,,,
f09b4587-befb-46c6-bab7-86dbae40e403,3971,5473,2062
,,,
27d3f149-278b-4e62-ba39-6ee3d02e82eb,3965,5471,2043
,,,
4a8b536f-67d4-41dc-b6b1-698c0e79a985,3959,5469,2024
,,,
6413888f-328e-47a2-89b5-f16bd044420e,4668,5690,4299
,,,
73a0458f-0603-4975-a3b2-61f34116c5ec,4332,5750,5259
,,,
6a4515e8-cd2b-4296-961f-54a51dce6891,4329,5750,5239
,,,
2d53fcad-dd37-49b8-bc9c-17d44c53c0a5,4309,5750,5101
,,,
ae3c8e99-7b36-48b3-82f1-33d4b95125db,4290,5744,5003
,,,
d8ffbdde-c4e1-48da-a5a5-bf5ab7fe5209,4237,5724,4791
,,,
cbef541c-4ef5-4fd7-96d8-a059130c4399,4232,5724,4772
,,,
c06f1ca4-42e0-4753-9ca4-215981def2d9,4227,5724,4752
,,,
34f75916-bb04-4072-a79f-9b1e00fd1336,4213,5724,4694
,,,
